review_id,product_name,reviewer_name,rating,review_text,platform
55,Gaming Keyboard,Karan,1,"Not worth the price, this Gaming Keyboard broke on the second day. Packaging was neat.",Flipkart
56,Bluetooth Speaker,Sanjay,3,"Decent Bluetooth Speaker for the price, some minor issues but usable.",Flipkart
57,Cotton T-Shirt,Sneha,3,"The Cotton T-Shirt is average, packaging could have been better.",Flipkart
58,Laptop Backpack,Pooja,1,"Terrible experience, the Laptop Backpack does not match the product description. Not sure if I will repurchase.",Flipkart
59,Running Shoes,Deepak,1,"Really bad Running Shoes, would not recommend to anyone.",Amazon
60,Bluetooth Speaker,Isha,4,"This Bluetooth Speaker is fantastic, exactly as described. Very satisfied customer.",Amazon
61,USB-C Charging Cable,Sneha,5,Amazing value for money. The USB-C Charging Cable looks premium and works great.,Flipkart
62,LED Desk Lamp,Neha,5,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer.",Amazon
63,Smartwatch,Neha,5,"This Smartwatch is fantastic, exactly as described. Very satisfied customer.",Flipkart
64,LED Desk Lamp,Nisha,2,"Terrible experience, the LED Desk Lamp does not match the product description. Customer support responded quickly.",Flipkart
65,Kitchen Mixer Grinder,Anjali,5,"Superb product! The Kitchen Mixer Grinder exceeded my expectations, five stars.",Amazon
66,Bluetooth Speaker,Neha,5,"Perfect Bluetooth Speaker for daily use, no issues at all after a month. Packaging was neat.",Amazon
67,Wireless Mouse,Nisha,4,Absolutely loved this Wireless Mouse! Works perfectly and arrived on time. Not sure if I will repurchase.,Amazon
68,Kitchen Mixer Grinder,Karan,5,"Perfect Kitchen Mixer Grinder for daily use, no issues at all after a month.",Flipkart
69,Running Shoes,Kavya,4,Absolutely loved this Running Shoes! Works perfectly and arrived on time.,Amazon
70,Wireless Mouse,Sneha,3,"Reasonable Wireless Mouse, matches the description mostly. Packaging was neat.",Flipkart
71,Laptop Backpack,Manoj,2,"Really bad Laptop Backpack, would not recommend to anyone.",Flipkart
72,Gaming Keyboard,Riya,3,"Reasonable Gaming Keyboard, matches the description mostly.",Flipkart
73,Bluetooth Speaker,Arjun,2,"Terrible experience, the Bluetooth Speaker does not match the product description.",Flipkart
74,Smartphone Back Cover,Isha,2,"Not worth the price, this Smartphone Back Cover broke on the second day.",Amazon
75,Laptop Backpack,Rahul,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer.",Flipkart
76,Running Shoes,Karan,5,Great purchase! The Running Shoes is durable and easy to use. Not sure if I will repurchase.,Amazon
77,Gaming Keyboard,Pooja,3,"Okay-ish product, the Gaming Keyboard performs as expected, nothing more.",Flipkart
78,Wireless Mouse,Arjun,5,"This Wireless Mouse is fantastic, exactly as described. Very satisfied customer.",Flipkart
79,Kitchen Mixer Grinder,Manoj,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great.,Amazon
80,Air Fryer,Vikram,4,"This Air Fryer is fantastic, exactly as described. Very satisfied customer. Not sure if I will repurchase.",Flipkart
81,Laptop Backpack,Suresh,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Flipkart
82,Bluetooth Speaker,Riya,2,"I regret buying this Bluetooth Speaker, it stopped functioning after few uses.",Amazon
83,Power Bank 10000mAh,Priya,5,Amazing value for money. The Power Bank 10000mAh looks premium and works great.,Amazon
84,Smartwatch,Sneha,5,Absolutely loved this Smartwatch! Works perfectly and arrived on time. Not sure if I will repurchase.,Amazon
85,Kitchen Mixer Grinder,Sneha,1,"Poor build quality, the Kitchen Mixer Grinder feels cheap and flimsy.",Amazon
86,Bluetooth Speaker,Karan,5,Absolutely loved this Bluetooth Speaker! Works perfectly and arrived on time.,Flipkart
87,Power Bank 10000mAh,Nisha,5,"Perfect Power Bank 10000mAh for daily use, no issues at all after a month. Would consider buying again.",Amazon
88,Wireless Mouse,Divya,3,"The Wireless Mouse is okay, does the job but nothing special.",Flipkart
89,Smartphone Back Cover,Riya,4,Amazing value for money. The Smartphone Back Cover looks premium and works great.,Amazon
90,Running Shoes,Divya,3,"Reasonable Running Shoes, matches the description mostly.",Amazon
91,Power Bank 10000mAh,Deepak,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Flipkart
92,USB-C Charging Cable,Manoj,3,"Average USB-C Charging Cable, quality is decent for the price range.",Amazon
93,Wireless Mouse,Riya,5,"Perfect Wireless Mouse for daily use, no issues at all after a month.",Flipkart
94,Laptop Backpack,Nisha,5,Amazing value for money. The Laptop Backpack looks premium and works great.,Flipkart
95,LED Desk Lamp,Riya,4,"Superb product! The LED Desk Lamp exceeded my expectations, five stars. Not sure if I will repurchase.",Amazon
96,Power Bank 10000mAh,Rahul,5,Great purchase! The Power Bank 10000mAh is durable and easy to use.,Flipkart
97,Smartwatch,Pooja,5,"Superb product! The Smartwatch exceeded my expectations, five stars.",Flipkart
98,LED Desk Lamp,Manoj,5,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer.",Flipkart
99,Bluetooth Speaker,Isha,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended!",Amazon
100,Smartwatch,Sanjay,5,Great purchase! The Smartwatch is durable and easy to use.,Flipkart
101,Smartphone Back Cover,Neha,1,"Terrible experience, the Smartphone Back Cover does not match the product description.",Amazon
102,Power Bank 10000mAh,Isha,4,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Flipkart
103,Power Bank 10000mAh,Deepak,3,"Reasonable Power Bank 10000mAh, matches the description mostly. Shipping was quick.",Flipkart
104,Kitchen Mixer Grinder,Arjun,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great.,Flipkart
105,Smartphone Back Cover,Priya,2,"I regret buying this Smartphone Back Cover, it stopped functioning after few uses.",Amazon
106,Laptop Backpack,Sneha,1,"Terrible experience, the Laptop Backpack does not match the product description.",Flipkart
107,Air Fryer,Karan,1,"The Air Fryer is a total scam, completely different from the pictures.",Flipkart
108,Office Chair,Nisha,5,"Perfect Office Chair for daily use, no issues at all after a month.",Amazon
109,Air Fryer,Rohit,3,"Average Air Fryer, quality is decent for the price range.",Amazon
110,Bluetooth Speaker,Anjali,1,The Bluetooth Speaker arrived damaged and customer service was unhelpful. Shipping was quick.,Amazon
111,Running Shoes,Kavya,5,"Perfect Running Shoes for daily use, no issues at all after a month.",Flipkart
112,Power Bank 10000mAh,Arjun,4,Great purchase! The Power Bank 10000mAh is durable and easy to use.,Amazon
113,Running Shoes,Vikram,5,"Superb product! The Running Shoes exceeded my expectations, five stars.",Amazon
114,Wireless Bluetooth Earbuds,Manoj,5,"Very happy with this Wireless Bluetooth Earbuds, will definitely buy again from this brand.",Flipkart
115,Power Bank 10000mAh,Nisha,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Amazon
116,Office Chair,Deepak,5,Amazing value for money. The Office Chair looks premium and works great. Packaging was neat.,Amazon
117,Wireless Mouse,Anjali,1,"Terrible experience, the Wireless Mouse does not match the product description.",Flipkart
118,LED Desk Lamp,Divya,1,"Terrible experience, the LED Desk Lamp does not match the product description.",Flipkart
119,Smartphone Back Cover,Sneha,5,"This Smartphone Back Cover is fantastic, exactly as described. Very satisfied customer.",Amazon
120,USB-C Charging Cable,Karan,5,Great purchase! The USB-C Charging Cable is durable and easy to use.,Amazon
121,Kitchen Mixer Grinder,Sanjay,5,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand. Not sure if I will repurchase.",Amazon
122,Cotton T-Shirt,Rohit,3,"Reasonable Cotton T-Shirt, matches the description mostly.",Flipkart
123,Air Fryer,Vikram,1,Delivery was late and the Air Fryer was defective on arrival. Customer support responded quickly.,Flipkart
124,Kitchen Mixer Grinder,Nisha,3,"Reasonable Kitchen Mixer Grinder, matches the description mostly.",Amazon
125,Power Bank 10000mAh,Rahul,4,Impressed by the quality of the Power Bank 10000mAh. Packaging was also very good.,Amazon
126,Gaming Keyboard,Vikram,3,"Reasonable Gaming Keyboard, matches the description mostly.",Flipkart
127,Office Chair,Riya,2,"Really bad Office Chair, would not recommend to anyone.",Flipkart
128,Smartwatch,Sanjay,5,Best Smartwatch I have bought online. Great build quality and fast delivery. Customer support responded quickly.,Amazon
129,Gaming Keyboard,Sanjay,5,"This Gaming Keyboard is fantastic, exactly as described. Very satisfied customer.",Flipkart
130,Gaming Keyboard,Manoj,5,"Very happy with this Gaming Keyboard, will definitely buy again from this brand.",Flipkart
131,USB-C Charging Cable,Suresh,5,Impressed by the quality of the USB-C Charging Cable. Packaging was also very good.,Amazon
132,Power Bank 10000mAh,Divya,5,"This Power Bank 10000mAh is fantastic, exactly as described. Very satisfied customer.",Amazon
133,USB-C Charging Cable,Vikram,2,"I regret buying this USB-C Charging Cable, it stopped functioning after few uses.",Flipkart
134,Wireless Bluetooth Earbuds,Manoj,5,"Perfect Wireless Bluetooth Earbuds for daily use, no issues at all after a month.",Amazon
135,LED Desk Lamp,Divya,3,"The LED Desk Lamp is okay, does the job but nothing special.",Amazon
136,Smartphone Back Cover,Karan,5,"Very happy with this Smartphone Back Cover, will definitely buy again from this brand.",Amazon
137,Gaming Keyboard,Riya,5,Impressed by the quality of the Gaming Keyboard. Packaging was also very good.,Amazon
138,Air Fryer,Divya,5,"Very happy with this Air Fryer, will definitely buy again from this brand.",Amazon
139,Wireless Mouse,Amit,2,"Waste of money, the Wireless Mouse quality is really poor. Would consider buying again.",Amazon
140,USB-C Charging Cable,Vikram,2,"Terrible experience, the USB-C Charging Cable does not match the product description.",Amazon
141,LED Desk Lamp,Karan,5,Best LED Desk Lamp I have bought online. Great build quality and fast delivery. Customer support responded quickly.,Amazon
142,Kitchen Mixer Grinder,Arjun,3,"It's a fine Kitchen Mixer Grinder, met basic expectations, could be better.",Flipkart
143,Bluetooth Speaker,Anjali,2,Delivery was late and the Bluetooth Speaker was defective on arrival.,Amazon
144,Kitchen Mixer Grinder,Divya,3,"Decent Kitchen Mixer Grinder for the price, some minor issues but usable.",Flipkart
145,Kitchen Mixer Grinder,Sneha,2,"Not worth the price, this Kitchen Mixer Grinder broke on the second day.",Amazon
146,Running Shoes,Neha,2,"The Running Shoes is a total scam, completely different from the pictures.",Amazon
147,Gaming Keyboard,Priya,1,"Terrible experience, the Gaming Keyboard does not match the product description.",Flipkart
148,Gaming Keyboard,Kavya,3,"Decent Gaming Keyboard for the price, some minor issues but usable.",Flipkart
149,Smartwatch,Vikram,2,"The Smartwatch is a total scam, completely different from the pictures.",Amazon
150,Office Chair,Priya,2,Very disappointed with this Office Chair. Stopped working within a week.,Flipkart
151,Power Bank 10000mAh,Anjali,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Amazon
152,Laptop Backpack,Arjun,2,"Poor build quality, the Laptop Backpack feels cheap and flimsy.",Flipkart
153,Wireless Mouse,Rahul,4,Amazing value for money. The Wireless Mouse looks premium and works great.,Amazon
154,Wireless Mouse,Isha,3,"Okay-ish product, the Wireless Mouse performs as expected, nothing more.",Flipkart
155,Smartphone Back Cover,Manoj,2,Very disappointed with this Smartphone Back Cover. Stopped working within a week.,Flipkart
156,Cotton T-Shirt,Pooja,2,"Terrible experience, the Cotton T-Shirt does not match the product description.",Amazon
157,Cotton T-Shirt,Kavya,5,Absolutely loved this Cotton T-Shirt! Works perfectly and arrived on time.,Amazon
158,Cotton T-Shirt,Priya,2,"Terrible experience, the Cotton T-Shirt does not match the product description. Shipping was quick.",Flipkart
159,Kitchen Mixer Grinder,Pooja,5,"Superb product! The Kitchen Mixer Grinder exceeded my expectations, five stars.",Flipkart
160,Air Fryer,Riya,2,The Air Fryer arrived damaged and customer service was unhelpful.,Flipkart
161,Bluetooth Speaker,Kavya,5,Amazing value for money. The Bluetooth Speaker looks premium and works great.,Flipkart
162,Smartphone Back Cover,Pooja,3,"The Smartphone Back Cover is average, packaging could have been better.",Amazon
163,Running Shoes,Nisha,5,"Excellent quality Running Shoes, totally worth the price. Highly recommended! Packaging was neat.",Amazon
164,Wireless Bluetooth Earbuds,Rohit,1,"Not worth the price, this Wireless Bluetooth Earbuds broke on the second day.",Amazon
165,Gaming Keyboard,Kavya,1,"Not worth the price, this Gaming Keyboard broke on the second day.",Flipkart
166,Wireless Mouse,Vikram,4,"Perfect Wireless Mouse for daily use, no issues at all after a month.",Amazon
167,LED Desk Lamp,Amit,4,Best LED Desk Lamp I have bought online. Great build quality and fast delivery.,Amazon
168,Wireless Bluetooth Earbuds,Priya,5,"Superb product! The Wireless Bluetooth Earbuds exceeded my expectations, five stars. Would consider buying again.",Amazon
169,Power Bank 10000mAh,Pooja,4,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Amazon
170,Kitchen Mixer Grinder,Sanjay,4,"Perfect Kitchen Mixer Grinder for daily use, no issues at all after a month.",Flipkart
171,Kitchen Mixer Grinder,Karan,1,Very disappointed with this Kitchen Mixer Grinder. Stopped working within a week.,Flipkart
172,Cotton T-Shirt,Suresh,4,Great purchase! The Cotton T-Shirt is durable and easy to use.,Amazon
173,Smartphone Back Cover,Nisha,5,"Perfect Smartphone Back Cover for daily use, no issues at all after a month.",Flipkart
174,Kitchen Mixer Grinder,Sneha,4,"This Kitchen Mixer Grinder is fantastic, exactly as described. Very satisfied customer.",Amazon
175,Running Shoes,Manoj,5,"Superb product! The Running Shoes exceeded my expectations, five stars.",Flipkart
176,Running Shoes,Arjun,2,"Poor build quality, the Running Shoes feels cheap and flimsy.",Flipkart
177,Laptop Backpack,Rahul,1,Delivery was late and the Laptop Backpack was defective on arrival. Shipping was quick.,Flipkart
178,Smartphone Back Cover,Deepak,1,"Poor build quality, the Smartphone Back Cover feels cheap and flimsy.",Flipkart
179,Cotton T-Shirt,Priya,5,Amazing value for money. The Cotton T-Shirt looks premium and works great.,Flipkart
180,Air Fryer,Kavya,5,"Excellent quality Air Fryer, totally worth the price. Highly recommended! Not sure if I will repurchase.",Amazon
181,USB-C Charging Cable,Deepak,1,"Poor build quality, the USB-C Charging Cable feels cheap and flimsy.",Amazon
182,Wireless Mouse,Arjun,4,Impressed by the quality of the Wireless Mouse. Packaging was also very good.,Amazon
183,Laptop Backpack,Anjali,5,"Very happy with this Laptop Backpack, will definitely buy again from this brand.",Amazon
184,Air Fryer,Amit,1,"Waste of money, the Air Fryer quality is really poor.",Amazon
185,Power Bank 10000mAh,Anjali,5,"This Power Bank 10000mAh is fantastic, exactly as described. Very satisfied customer.",Flipkart
186,Bluetooth Speaker,Vikram,1,"The Bluetooth Speaker is a total scam, completely different from the pictures.",Amazon
187,Wireless Mouse,Divya,2,"Waste of money, the Wireless Mouse quality is really poor.",Flipkart
188,Air Fryer,Sneha,5,"Very happy with this Air Fryer, will definitely buy again from this brand.",Flipkart
189,Running Shoes,Neha,5,"Perfect Running Shoes for daily use, no issues at all after a month.",Amazon
190,Smartwatch,Rohit,4,"Perfect Smartwatch for daily use, no issues at all after a month. Would consider buying again.",Amazon
191,Wireless Mouse,Divya,4,Amazing value for money. The Wireless Mouse looks premium and works great.,Amazon
192,Laptop Backpack,Priya,5,"Superb product! The Laptop Backpack exceeded my expectations, five stars.",Flipkart
193,Wireless Bluetooth Earbuds,Deepak,5,"Excellent quality Wireless Bluetooth Earbuds, totally worth the price. Highly recommended!",Flipkart
194,Power Bank 10000mAh,Suresh,1,"Terrible experience, the Power Bank 10000mAh does not match the product description.",Amazon
195,Wireless Mouse,Pooja,3,"Reasonable Wireless Mouse, matches the description mostly.",Amazon
196,Running Shoes,Sanjay,2,"Not worth the price, this Running Shoes broke on the second day.",Amazon
197,Running Shoes,Rahul,3,"The Running Shoes is average, packaging could have been better. Packaging was neat.",Amazon
198,LED Desk Lamp,Vikram,5,Amazing value for money. The LED Desk Lamp looks premium and works great.,Amazon
199,Smartphone Back Cover,Rahul,5,"Superb product! The Smartphone Back Cover exceeded my expectations, five stars.",Amazon
200,Wireless Mouse,Deepak,2,Delivery was late and the Wireless Mouse was defective on arrival.,Flipkart
201,Gaming Keyboard,Riya,3,"The Gaming Keyboard is average, packaging could have been better. Shipping was quick.",Flipkart
202,Cotton T-Shirt,Rahul,4,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Flipkart
203,Kitchen Mixer Grinder,Rahul,5,Absolutely loved this Kitchen Mixer Grinder! Works perfectly and arrived on time.,Amazon
204,Air Fryer,Priya,2,"I regret buying this Air Fryer, it stopped functioning after few uses.",Flipkart
205,Office Chair,Sanjay,2,"Not worth the price, this Office Chair broke on the second day.",Amazon
206,Wireless Bluetooth Earbuds,Anjali,4,Amazing value for money. The Wireless Bluetooth Earbuds looks premium and works great.,Amazon
207,Smartwatch,Neha,1,Delivery was late and the Smartwatch was defective on arrival.,Flipkart
208,Running Shoes,Suresh,1,"The Running Shoes is a total scam, completely different from the pictures.",Amazon
209,USB-C Charging Cable,Nisha,5,"This USB-C Charging Cable is fantastic, exactly as described. Very satisfied customer.",Amazon
210,USB-C Charging Cable,Karan,5,Best USB-C Charging Cable I have bought online. Great build quality and fast delivery.,Amazon
211,Air Fryer,Suresh,2,"Waste of money, the Air Fryer quality is really poor.",Amazon
212,Cotton T-Shirt,Divya,1,"Really bad Cotton T-Shirt, would not recommend to anyone.",Flipkart
213,Wireless Bluetooth Earbuds,Riya,5,Best Wireless Bluetooth Earbuds I have bought online. Great build quality and fast delivery.,Amazon
214,Smartwatch,Sanjay,3,"It's a fine Smartwatch, met basic expectations, could be better. Shipping was quick.",Amazon
215,Cotton T-Shirt,Vikram,5,"Perfect Cotton T-Shirt for daily use, no issues at all after a month.",Amazon
216,Laptop Backpack,Priya,1,"The Laptop Backpack is a total scam, completely different from the pictures.",Flipkart
217,USB-C Charging Cable,Manoj,2,"Not worth the price, this USB-C Charging Cable broke on the second day.",Amazon
218,LED Desk Lamp,Deepak,5,Great purchase! The LED Desk Lamp is durable and easy to use.,Flipkart
219,Kitchen Mixer Grinder,Rohit,2,"I regret buying this Kitchen Mixer Grinder, it stopped functioning after few uses.",Amazon
220,Gaming Keyboard,Sneha,5,Great purchase! The Gaming Keyboard is durable and easy to use.,Amazon
221,Bluetooth Speaker,Sanjay,5,Best Bluetooth Speaker I have bought online. Great build quality and fast delivery.,Amazon
222,Gaming Keyboard,Amit,5,"Superb product! The Gaming Keyboard exceeded my expectations, five stars.",Flipkart
223,Wireless Bluetooth Earbuds,Rahul,5,Amazing value for money. The Wireless Bluetooth Earbuds looks premium and works great.,Flipkart
224,Smartwatch,Vikram,5,"Excellent quality Smartwatch, totally worth the price. Highly recommended!",Amazon
225,Bluetooth Speaker,Vikram,3,"Reasonable Bluetooth Speaker, matches the description mostly.",Flipkart
226,Kitchen Mixer Grinder,Vikram,1,"Waste of money, the Kitchen Mixer Grinder quality is really poor.",Flipkart
227,Smartphone Back Cover,Divya,2,"Not worth the price, this Smartphone Back Cover broke on the second day. Packaging was neat.",Flipkart
228,Smartphone Back Cover,Deepak,4,Great purchase! The Smartphone Back Cover is durable and easy to use.,Amazon
229,Power Bank 10000mAh,Kavya,4,"This Power Bank 10000mAh is fantastic, exactly as described. Very satisfied customer.",Flipkart
230,Laptop Backpack,Isha,2,"Waste of money, the Laptop Backpack quality is really poor. Customer support responded quickly.",Amazon
231,Running Shoes,Pooja,3,"The Running Shoes is okay, does the job but nothing special.",Flipkart
232,Power Bank 10000mAh,Sneha,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Flipkart
233,Laptop Backpack,Anjali,5,Impressed by the quality of the Laptop Backpack. Packaging was also very good.,Flipkart
234,Power Bank 10000mAh,Priya,5,Best Power Bank 10000mAh I have bought online. Great build quality and fast delivery. Not sure if I will repurchase.,Flipkart
235,Smartwatch,Neha,4,"Superb product! The Smartwatch exceeded my expectations, five stars.",Flipkart
236,Gaming Keyboard,Rohit,4,"Very happy with this Gaming Keyboard, will definitely buy again from this brand.",Flipkart
237,USB-C Charging Cable,Suresh,3,"The USB-C Charging Cable is okay, does the job but nothing special.",Flipkart
238,Smartphone Back Cover,Karan,2,"I regret buying this Smartphone Back Cover, it stopped functioning after few uses.",Flipkart
239,Laptop Backpack,Sanjay,5,Great purchase! The Laptop Backpack is durable and easy to use.,Flipkart
240,Wireless Mouse,Anjali,4,"This Wireless Mouse is fantastic, exactly as described. Very satisfied customer.",Flipkart
241,USB-C Charging Cable,Nisha,5,Amazing value for money. The USB-C Charging Cable looks premium and works great.,Flipkart
242,Laptop Backpack,Nisha,2,"Poor build quality, the Laptop Backpack feels cheap and flimsy. Would consider buying again.",Flipkart
243,Bluetooth Speaker,Karan,1,Very disappointed with this Bluetooth Speaker. Stopped working within a week.,Flipkart
244,LED Desk Lamp,Manoj,1,The LED Desk Lamp arrived damaged and customer service was unhelpful. Customer support responded quickly.,Amazon
245,Laptop Backpack,Deepak,5,Amazing value for money. The Laptop Backpack looks premium and works great.,Amazon
246,Air Fryer,Rahul,5,Great purchase! The Air Fryer is durable and easy to use.,Amazon
247,LED Desk Lamp,Amit,5,Amazing value for money. The LED Desk Lamp looks premium and works great. Shipping was quick.,Amazon
248,Kitchen Mixer Grinder,Arjun,4,Impressed by the quality of the Kitchen Mixer Grinder. Packaging was also very good.,Flipkart
249,Smartwatch,Riya,3,"Decent Smartwatch for the price, some minor issues but usable.",Amazon
250,Smartphone Back Cover,Manoj,5,"Excellent quality Smartphone Back Cover, totally worth the price. Highly recommended!",Amazon
251,Wireless Mouse,Isha,2,"Poor build quality, the Wireless Mouse feels cheap and flimsy.",Flipkart
252,Office Chair,Sanjay,5,Best Office Chair I have bought online. Great build quality and fast delivery.,Amazon
253,Smartphone Back Cover,Amit,3,"It's a fine Smartphone Back Cover, met basic expectations, could be better. Not sure if I will repurchase.",Flipkart
254,LED Desk Lamp,Rahul,1,Delivery was late and the LED Desk Lamp was defective on arrival.,Amazon
255,Bluetooth Speaker,Deepak,5,Great purchase! The Bluetooth Speaker is durable and easy to use.,Amazon
